key_0,pokedex_number,name,date_published,generation,status,type_number,type_1,type_2,height_m,weight_kg,abilities_number,ability_1,ability_2,ability_hidden,total_points,hp,attack,defense,sp_attack,sp_defense,speed,catch_rate,base_experience,percentage_male,Experience to level 100
282,236,Tyrogue,1999,2,Normal,1,Fighting,,0.7,21.0,3,Guts,Steadfast,Vital Spirit,210.0,35.0,35.0,35.0,35.0,35.0,35.0,75.0,42.0,100.0,1000000
283,237,Hitmontop,1999,2,Normal,1,Fighting,,1.4,48.0,3,Intimidate,Technician,Steadfast,455.0,50.0,95.0,95.0,35.0,110.0,70.0,45.0,159.0,100.0,1000000
284,238,Smoochum,1999,2,Normal,2,Ice,Psychic,0.4,6.0,3,Oblivious,Forewarn,Hydration,305.0,45.0,30.0,15.0,85.0,65.0,65.0,45.0,61.0,0.0,1250000
285,239,Elekid,1999,2,Normal,1,Electric,,0.6,23.5,2,Static,,Vital Spirit,360.0,45.0,63.0,37.0,65.0,55.0,95.0,45.0,72.0,75.0,800000
286,240,Magby,1999,2,Normal,1,Fire,,0.7,21.4,2,Flame Body,,Vital Spirit,365.0,45.0,75.0,37.0,70.0,55.0,83.0,45.0,73.0,75.0,1000000
287,241,Miltank,1999,2,Normal,1,Normal,,1.2,75.5,3,Thick Fat,Scrappy,Sap Sipper,490.0,95.0,80.0,105.0,40.0,70.0,100.0,45.0,172.0,0.0,1000000
288,242,Blissey,1999,2,Normal,1,Normal,,1.5,46.8,3,Natural Cure,Serene Grace,Healer,540.0,255.0,10.0,10.0,75.0,135.0,55.0,30.0,608.0,0.0,1000000
289,243,Raikou,1999,2,Sub Legendary,1,Electric,,1.9,178.0,2,Pressure,,Inner Focus,580.0,90.0,85.0,75.0,115.0,100.0,115.0,3.0,261.0,,1000000
290,244,Entei,1999,2,Sub Legendary,1,Fire,,2.1,198.0,2,Pressure,,Inner Focus,580.0,115.0,115.0,85.0,90.0,75.0,100.0,3.0,261.0,,1000000
291,245,Suicune,1999,2,Sub Legendary,1,Water,,2.0,187.0,2,Pressure,,Inner Focus,580.0,100.0,75.0,115.0,90.0,115.0,85.0,3.0,261.0,,1250000
292,246,Larvitar,1999,2,Normal,2,Rock,Ground,0.6,72.0,2,Guts,,Sand Veil,300.0,50.0,64.0,50.0,45.0,50.0,41.0,45.0,60.0,50.0,800000
293,247,Pupitar,1999,2,Normal,2,Rock,Ground,1.2,152.0,1,Shed Skin,,,410.0,70.0,84.0,70.0,65.0,70.0,51.0,45.0,144.0,50.0,1250000
294,248,Tyranitar,1999,2,Normal,2,Rock,Dark,2.0,202.0,2,Sand Stream,,Unnerve,600.0,100.0,134.0,110.0,95.0,100.0,61.0,45.0,270.0,50.0,1250000
295,248,Mega Tyranitar,1999,2,Normal,2,Rock,Dark,2.5,255.0,1,Sand Stream,,,700.0,100.0,164.0,150.0,95.0,120.0,71.0,45.0,315.0,50.0,1250000
296,249,Lugia,1999,2,Legendary,2,Psychic,Flying,5.2,216.0,2,Pressure,,Multiscale,680.0,106.0,90.0,130.0,90.0,154.0,110.0,3.0,306.0,,1250000
297,250,Ho-oh,1999,2,Legendary,2,Fire,Flying,3.8,199.0,2,Pressure,,Regenerator,680.0,106.0,130.0,90.0,110.0,154.0,90.0,3.0,306.0,,1250000
298,251,Celebi,1999,2,Mythical,2,Psychic,Grass,0.6,5.0,1,Natural Cure,,,600.0,100.0,100.0,100.0,100.0,100.0,100.0,45.0,270.0,,1250000
299,252,Treecko,2002,3,Normal,1,Grass,,0.5,5.0,2,Overgrow,,Unburden,310.0,40.0,45.0,35.0,65.0,55.0,70.0,45.0,62.0,87.5,1250000
300,253,Grovyle,2002,3,Normal,1,Grass,,0.9,21.6,2,Overgrow,,Unburden,405.0,50.0,65.0,45.0,85.0,65.0,95.0,45.0,142.0,87.5,1250000
301,254,Sceptile,2002,3,Normal,1,Grass,,1.7,52.2,2,Overgrow,,Unburden,530.0,70.0,85.0,65.0,105.0,85.0,120.0,45.0,239.0,87.5,1250000
302,254,Mega Sceptile,2002,3,Normal,2,Grass,Dragon,1.9,55.2,1,Lightning Rod,,,630.0,70.0,110.0,75.0,145.0,85.0,145.0,45.0,284.0,87.5,1059860
303,255,Torchic,2002,3,Normal,1,Fire,,0.4,2.5,2,Blaze,,Speed Boost,310.0,45.0,60.0,40.0,70.0,50.0,45.0,45.0,62.0,87.5,1059860
304,256,Combusken,2002,3,Normal,2,Fire,Fighting,0.9,19.5,2,Blaze,,Speed Boost,405.0,60.0,85.0,60.0,85.0,60.0,55.0,45.0,142.0,87.5,1059860
305,257,Blaziken,2002,3,Normal,2,Fire,Fighting,1.9,52.0,2,Blaze,,Speed Boost,530.0,80.0,120.0,70.0,110.0,70.0,80.0,45.0,239.0,87.5,1059860
306,257,Mega Blaziken,2002,3,Normal,2,Fire,Fighting,1.9,52.0,1,Speed Boost,,,630.0,80.0,160.0,80.0,130.0,80.0,100.0,45.0,284.0,87.5,1059860
307,258,Mudkip,2002,3,Normal,1,Water,,0.4,7.6,2,Torrent,,Damp,310.0,50.0,70.0,50.0,50.0,50.0,40.0,45.0,62.0,87.5,1059860
308,259,Marshtomp,2002,3,Normal,2,Water,Ground,0.7,28.0,2,Torrent,,Damp,405.0,70.0,85.0,70.0,60.0,70.0,50.0,45.0,142.0,87.5,1059860
309,260,Swampert,2002,3,Normal,2,Water,Ground,1.5,81.9,2,Torrent,,Damp,535.0,100.0,110.0,90.0,85.0,90.0,60.0,45.0,241.0,87.5,1059860
310,260,Mega Swampert,2002,3,Normal,2,Water,Ground,1.9,102.0,1,Swift Swim,,,635.0,100.0,150.0,110.0,95.0,110.0,70.0,45.0,286.0,87.5,1059860
311,261,Poochyena,2002,3,Normal,1,Dark,,0.5,13.6,3,Run Away,Quick Feet,Rattled,220.0,35.0,55.0,35.0,30.0,30.0,35.0,255.0,56.0,50.0,1059860
312,262,Mightyena,2002,3,Normal,1,Dark,,1.0,37.0,3,Intimidate,Quick Feet,Moxie,420.0,70.0,90.0,70.0,60.0,60.0,70.0,127.0,147.0,50.0,1059860
313,263,Zigzagoon,2002,3,Normal,1,Normal,,0.4,17.5,3,Pickup,Gluttony,Quick Feet,240.0,38.0,30.0,41.0,30.0,41.0,60.0,255.0,56.0,50.0,1059860
314,263,Galarian Zigzagoon,2002,3,Normal,2,Dark,Normal,0.4,17.5,3,Pickup,Gluttony,Quick Feet,240.0,38.0,30.0,41.0,30.0,41.0,60.0,,,,1059860
315,264,Linoone,2002,3,Normal,1,Normal,,0.5,32.5,3,Pickup,Gluttony,Quick Feet,420.0,78.0,70.0,61.0,50.0,61.0,100.0,90.0,147.0,50.0,1000000
316,264,Galarian Linoone,2002,3,Normal,2,Dark,Normal,0.5,32.5,3,Pickup,Gluttony,Quick Feet,420.0,78.0,70.0,61.0,50.0,61.0,100.0,,,,1000000
317,265,Wurmple,2002,3,Normal,1,Bug,,0.3,3.6,2,Shield Dust,,Run Away,195.0,45.0,45.0,35.0,20.0,30.0,20.0,255.0,56.0,50.0,1000000
318,266,Silcoon,2002,3,Normal,1,Bug,,0.6,10.0,1,Shed Skin,,,205.0,50.0,35.0,55.0,25.0,25.0,15.0,120.0,72.0,50.0,1000000
319,267,Beautifly,2002,3,Normal,2,Bug,Flying,1.0,28.4,2,Swarm,,Rivalry,395.0,60.0,70.0,50.0,100.0,50.0,65.0,45.0,178.0,50.0,1000000
320,268,Cascoon,2002,3,Normal,1,Bug,,0.7,11.5,1,Shed Skin,,,205.0,50.0,35.0,55.0,25.0,25.0,15.0,120.0,72.0,50.0,1000000
321,269,Dustox,2002,3,Normal,2,Bug,Poison,1.2,31.6,2,Shield Dust,,Compound Eyes,385.0,60.0,50.0,70.0,50.0,90.0,65.0,45.0,173.0,50.0,1000000
322,270,Lotad,2002,3,Normal,2,Water,Grass,0.5,2.6,3,Swift Swim,Rain Dish,Own Tempo,220.0,40.0,30.0,30.0,40.0,50.0,30.0,255.0,44.0,50.0,1000000
323,271,Lombre,2002,3,Normal,2,Water,Grass,1.2,32.5,3,Swift Swim,Rain Dish,Own Tempo,340.0,60.0,50.0,50.0,60.0,70.0,50.0,120.0,119.0,50.0,1000000
324,272,Ludicolo,2002,3,Normal,2,Water,Grass,1.5,55.0,3,Swift Swim,Rain Dish,Own Tempo,480.0,80.0,70.0,70.0,90.0,100.0,70.0,45.0,216.0,50.0,1000000
325,273,Seedot,2002,3,Normal,1,Grass,,0.5,4.0,3,Chlorophyll,Early Bird,Pickpocket,220.0,40.0,40.0,50.0,30.0,30.0,30.0,255.0,44.0,50.0,1000000
326,274,Nuzleaf,2002,3,Normal,2,Grass,Dark,1.0,28.0,3,Chlorophyll,Early Bird,Pickpocket,340.0,70.0,70.0,40.0,60.0,40.0,60.0,120.0,119.0,50.0,1059860
327,275,Shiftry,2002,3,Normal,2,Grass,Dark,1.3,59.6,3,Chlorophyll,Early Bird,Pickpocket,480.0,90.0,100.0,60.0,90.0,60.0,80.0,45.0,216.0,50.0,1059860
328,276,Taillow,2002,3,Normal,2,Normal,Flying,0.3,2.3,2,Guts,,Scrappy,270.0,40.0,55.0,30.0,30.0,30.0,85.0,200.0,54.0,50.0,1059860
329,277,Swellow,2002,3,Normal,2,Normal,Flying,0.7,19.8,2,Guts,,Scrappy,455.0,60.0,85.0,60.0,75.0,50.0,125.0,45.0,159.0,50.0,1059860
330,278,Wingull,2002,3,Normal,2,Water,Flying,0.6,9.5,3,Keen Eye,Hydration,Rain Dish,270.0,40.0,30.0,30.0,55.0,30.0,85.0,190.0,54.0,50.0,1059860
331,279,Pelipper,2002,3,Normal,2,Water,Flying,1.2,28.0,3,Keen Eye,Drizzle,Rain Dish,440.0,60.0,50.0,100.0,95.0,70.0,65.0,45.0,154.0,50.0,1059860
332,280,Ralts,2002,3,Normal,2,Psychic,Fairy,0.4,6.6,3,Synchronize,Trace,Telepathy,198.0,28.0,25.0,25.0,45.0,35.0,40.0,235.0,40.0,50.0,1059860
333,281,Kirlia,2002,3,Normal,2,Psychic,Fairy,0.8,20.2,3,Synchronize,Trace,Telepathy,278.0,38.0,35.0,35.0,65.0,55.0,50.0,120.0,97.0,50.0,1059860
334,282,Gardevoir,2002,3,Normal,2,Psychic,Fairy,1.6,48.4,3,Synchronize,Trace,Telepathy,518.0,68.0,65.0,65.0,125.0,115.0,80.0,45.0,233.0,50.0,1000000
335,282,Mega Gardevoir,2002,3,Normal,2,Psychic,Fairy,1.6,48.4,1,Pixilate,,,618.0,68.0,85.0,65.0,165.0,135.0,100.0,45.0,278.0,50.0,1000000
336,283,Surskit,2002,3,Normal,2,Bug,Water,0.5,1.7,2,Swift Swim,,Rain Dish,269.0,40.0,30.0,32.0,50.0,52.0,65.0,200.0,54.0,50.0,1250000
337,284,Masquerain,2002,3,Normal,2,Bug,Flying,0.8,3.6,2,Intimidate,,Unnerve,454.0,70.0,60.0,62.0,100.0,82.0,80.0,75.0,159.0,50.0,1250000
338,285,Shroomish,2002,3,Normal,1,Grass,,0.4,4.5,3,Effect Spore,Poison Heal,Quick Feet,295.0,60.0,40.0,60.0,40.0,60.0,35.0,255.0,59.0,50.0,1250000
339,286,Breloom,2002,3,Normal,2,Grass,Fighting,1.2,39.2,3,Effect Spore,Poison Heal,Technician,460.0,60.0,130.0,80.0,60.0,60.0,70.0,90.0,161.0,50.0,1250000
340,287,Slakoth,2002,3,Normal,1,Normal,,0.8,24.0,1,Truant,,,280.0,60.0,60.0,60.0,35.0,35.0,30.0,255.0,56.0,50.0,1000000
341,288,Vigoroth,2002,3,Normal,1,Normal,,1.4,46.5,1,Vital Spirit,,,440.0,80.0,80.0,80.0,55.0,55.0,90.0,120.0,154.0,50.0,1000000
342,289,Slaking,2002,3,Normal,1,Normal,,2.0,130.5,1,Truant,,,670.0,150.0,160.0,100.0,95.0,65.0,100.0,45.0,252.0,50.0,1640000
343,290,Nincada,2002,3,Normal,2,Bug,Ground,0.5,5.5,2,Compound Eyes,,Run Away,266.0,31.0,45.0,90.0,30.0,30.0,40.0,255.0,53.0,50.0,1640000
344,291,Ninjask,2002,3,Normal,2,Bug,Flying,0.8,12.0,2,Speed Boost,,Infiltrator,456.0,61.0,90.0,45.0,50.0,50.0,160.0,120.0,160.0,50.0,1250000
345,292,Shedinja,2002,3,Normal,2,Bug,Ghost,0.8,1.2,1,Wonder Guard,,,236.0,1.0,90.0,45.0,30.0,30.0,40.0,45.0,83.0,,1250000
346,293,Whismur,2002,3,Normal,1,Normal,,0.6,16.3,2,Soundproof,,Rattled,240.0,64.0,51.0,23.0,51.0,23.0,28.0,190.0,48.0,50.0,1250000
347,294,Loudred,2002,3,Normal,1,Normal,,1.0,40.5,2,Soundproof,,Scrappy,360.0,84.0,71.0,43.0,71.0,43.0,48.0,120.0,126.0,50.0,600000
348,295,Exploud,2002,3,Normal,1,Normal,,1.5,84.0,2,Soundproof,,Scrappy,490.0,104.0,91.0,63.0,91.0,73.0,68.0,45.0,221.0,50.0,600000
349,296,Makuhita,2002,3,Normal,1,Fighting,,1.0,86.4,3,Thick Fat,Guts,Sheer Force,237.0,72.0,60.0,30.0,20.0,30.0,25.0,180.0,47.0,75.0,600000
350,297,Hariyama,2002,3,Normal,1,Fighting,,2.3,253.8,3,Thick Fat,Guts,Sheer Force,474.0,144.0,120.0,60.0,40.0,60.0,50.0,200.0,166.0,75.0,1059860
351,298,Azurill,2002,3,Normal,2,Normal,Fairy,0.2,2.0,3,Thick Fat,Huge Power,Sap Sipper,190.0,50.0,20.0,40.0,20.0,40.0,20.0,150.0,38.0,25.0,1059860
352,299,Nosepass,2002,3,Normal,1,Rock,,1.0,97.0,3,Sturdy,Magnet Pull,Sand Force,375.0,30.0,45.0,135.0,45.0,90.0,30.0,255.0,75.0,50.0,1059860
353,300,Skitty,2002,3,Normal,1,Normal,,0.6,11.0,3,Cute Charm,Normalize,Wonder Skin,260.0,50.0,45.0,45.0,35.0,35.0,50.0,255.0,52.0,25.0,1640000
354,301,Delcatty,2002,3,Normal,1,Normal,,1.1,32.6,3,Cute Charm,Normalize,Wonder Skin,400.0,70.0,65.0,65.0,55.0,55.0,90.0,60.0,140.0,25.0,1640000
355,302,Sableye,2002,3,Normal,2,Dark,Ghost,0.5,11.0,3,Keen Eye,Stall,Prankster,380.0,50.0,75.0,75.0,65.0,65.0,50.0,45.0,133.0,50.0,800000
356,302,Mega Sableye,2002,3,Normal,2,Dark,Ghost,0.5,161.0,1,Magic Bounce,,,480.0,50.0,85.0,125.0,85.0,115.0,20.0,45.0,168.0,50.0,1000000
357,303,Mawile,2002,3,Normal,2,Steel,Fairy,0.6,11.5,3,Hyper Cutter,Intimidate,Sheer Force,380.0,50.0,85.0,85.0,55.0,55.0,50.0,45.0,133.0,50.0,800000
358,303,Mega Mawile,2002,3,Normal,2,Steel,Fairy,1.0,23.5,1,Huge Power,,,480.0,50.0,105.0,125.0,55.0,95.0,50.0,45.0,168.0,50.0,800000
359,304,Aron,2002,3,Normal,2,Steel,Rock,0.4,60.0,3,Sturdy,Rock Head,Heavy Metal,330.0,50.0,70.0,100.0,40.0,40.0,30.0,180.0,66.0,50.0,1059860
360,305,Lairon,2002,3,Normal,2,Steel,Rock,0.9,120.0,3,Sturdy,Rock Head,Heavy Metal,430.0,60.0,90.0,140.0,50.0,50.0,40.0,90.0,151.0,50.0,1059860
361,306,Aggron,2002,3,Normal,2,Steel,Rock,2.1,360.0,3,Sturdy,Rock Head,Heavy Metal,530.0,70.0,110.0,180.0,60.0,60.0,50.0,45.0,239.0,50.0,800000
362,306,Mega Aggron,2002,3,Normal,1,Steel,,2.2,395.0,1,Filter,,,630.0,70.0,140.0,230.0,60.0,80.0,50.0,45.0,284.0,50.0,800000
363,307,Meditite,2002,3,Normal,2,Fighting,Psychic,0.6,11.2,2,Pure Power,,Telepathy,280.0,30.0,40.0,55.0,40.0,55.0,60.0,180.0,56.0,50.0,1250000
364,308,Medicham,2002,3,Normal,2,Fighting,Psychic,1.3,31.5,2,Pure Power,,Telepathy,410.0,60.0,60.0,75.0,60.0,75.0,80.0,90.0,144.0,50.0,1250000
365,308,Mega Medicham,2002,3,Normal,2,Fighting,Psychic,1.3,31.5,1,Pure Power,,,510.0,60.0,100.0,85.0,80.0,85.0,100.0,90.0,179.0,50.0,1250000
366,309,Electrike,2002,3,Normal,1,Electric,,0.6,15.2,3,Static,Lightning Rod,Minus,295.0,40.0,45.0,40.0,65.0,40.0,65.0,120.0,59.0,50.0,1250000
367,310,Manectric,2002,3,Normal,1,Electric,,1.5,40.2,3,Static,Lightning Rod,Minus,475.0,70.0,75.0,60.0,105.0,60.0,105.0,45.0,166.0,50.0,1000000
368,310,Mega Manectric,2002,3,Normal,1,Electric,,1.8,44.0,1,Intimidate,,,575.0,70.0,75.0,80.0,135.0,80.0,135.0,45.0,201.0,50.0,1000000
369,311,Plusle,2002,3,Normal,1,Electric,,0.4,4.2,2,Plus,,Lightning Rod,405.0,60.0,50.0,40.0,85.0,75.0,95.0,200.0,142.0,50.0,1000000
370,312,Minun,2002,3,Normal,1,Electric,,0.4,4.2,2,Minus,,Volt Absorb,405.0,60.0,40.0,50.0,75.0,85.0,95.0,200.0,142.0,50.0,1250000
371,313,Volbeat,2002,3,Normal,1,Bug,,0.7,17.7,3,Illuminate,Swarm,Prankster,430.0,65.0,73.0,75.0,47.0,85.0,85.0,150.0,151.0,100.0,1250000
372,314,Illumise,2002,3,Normal,1,Bug,,0.6,17.7,3,Oblivious,Tinted Lens,Prankster,430.0,65.0,47.0,75.0,73.0,85.0,85.0,150.0,151.0,0.0,1250000
373,315,Roselia,2002,3,Normal,2,Grass,Poison,0.3,2.0,3,Natural Cure,Poison Point,Leaf Guard,400.0,50.0,60.0,45.0,100.0,80.0,65.0,150.0,140.0,50.0,1000000
374,316,Gulpin,2002,3,Normal,1,Poison,,0.4,10.3,3,Liquid Ooze,Sticky Hold,Gluttony,302.0,70.0,43.0,53.0,43.0,53.0,40.0,225.0,60.0,50.0,1000000
375,317,Swalot,2002,3,Normal,1,Poison,,1.7,80.0,3,Liquid Ooze,Sticky Hold,Gluttony,467.0,100.0,73.0,83.0,73.0,83.0,55.0,75.0,163.0,50.0,600000
376,318,Carvanha,2002,3,Normal,2,Water,Dark,0.8,20.8,2,Rough Skin,,Speed Boost,305.0,45.0,90.0,20.0,65.0,20.0,65.0,225.0,61.0,50.0,1640000
377,319,Sharpedo,2002,3,Normal,2,Water,Dark,1.8,88.8,2,Rough Skin,,Speed Boost,460.0,70.0,120.0,40.0,95.0,40.0,95.0,60.0,161.0,50.0,1059860
378,319,Mega Sharpedo,2002,3,Normal,2,Water,Dark,2.5,130.3,1,Strong Jaw,,,560.0,70.0,140.0,70.0,110.0,65.0,105.0,60.0,196.0,50.0,1640000
379,320,Wailmer,2002,3,Normal,1,Water,,2.0,130.0,3,Water Veil,Oblivious,Pressure,400.0,130.0,70.0,35.0,70.0,35.0,60.0,125.0,80.0,50.0,1640000
380,321,Wailord,2002,3,Normal,1,Water,,14.5,398.0,3,Water Veil,Oblivious,Pressure,500.0,170.0,90.0,45.0,90.0,45.0,60.0,60.0,175.0,50.0,1250000
381,322,Numel,2002,3,Normal,2,Fire,Ground,0.7,24.0,3,Oblivious,Simple,Own Tempo,305.0,60.0,60.0,40.0,65.0,45.0,35.0,255.0,61.0,50.0,1250000
382,323,Camerupt,2002,3,Normal,2,Fire,Ground,1.9,220.0,3,Magma Armor,Solid Rock,Anger Point,460.0,70.0,100.0,70.0,105.0,75.0,40.0,150.0,161.0,50.0,1250000
383,323,Mega Camerupt,2002,3,Normal,2,Fire,Ground,2.5,320.5,1,Sheer Force,,,560.0,70.0,120.0,100.0,145.0,105.0,20.0,150.0,196.0,50.0,1640000
384,324,Torkoal,2002,3,Normal,1,Fire,,0.5,80.4,3,White Smoke,Drought,Shell Armor,470.0,70.0,85.0,140.0,85.0,70.0,20.0,90.0,165.0,50.0,1640000
385,325,Spoink,2002,3,Normal,1,Psychic,,0.7,30.6,3,Thick Fat,Own Tempo,Gluttony,330.0,60.0,25.0,35.0,70.0,80.0,60.0,255.0,66.0,50.0,1000000
386,326,Grumpig,2002,3,Normal,1,Psychic,,0.9,71.5,3,Thick Fat,Own Tempo,Gluttony,470.0,80.0,45.0,65.0,90.0,110.0,80.0,60.0,165.0,50.0,1000000
387,327,Spinda,2002,3,Normal,1,Normal,,1.1,5.0,3,Own Tempo,Tangled Feet,Contrary,360.0,60.0,60.0,60.0,60.0,60.0,60.0,255.0,126.0,50.0,1000000
388,328,Trapinch,2002,3,Normal,1,Ground,,0.7,15.0,3,Hyper Cutter,Arena Trap,Sheer Force,290.0,45.0,100.0,45.0,45.0,45.0,10.0,255.0,58.0,50.0,1000000
389,329,Vibrava,2002,3,Normal,2,Ground,Dragon,1.1,15.3,1,Levitate,,,340.0,50.0,70.0,50.0,50.0,50.0,70.0,120.0,119.0,50.0,800000
390,330,Flygon,2002,3,Normal,2,Ground,Dragon,2.0,82.0,1,Levitate,,,520.0,80.0,100.0,80.0,80.0,80.0,100.0,45.0,234.0,50.0,800000
391,331,Cacnea,2002,3,Normal,1,Grass,,0.4,51.3,2,Sand Veil,,Water Absorb,335.0,50.0,85.0,40.0,85.0,40.0,35.0,190.0,67.0,50.0,800000
392,332,Cacturne,2002,3,Normal,2,Grass,Dark,1.3,77.4,2,Sand Veil,,Water Absorb,475.0,70.0,115.0,60.0,115.0,60.0,55.0,60.0,166.0,50.0,1059860
393,333,Swablu,2002,3,Normal,2,Normal,Flying,0.4,1.2,2,Natural Cure,,Cloud Nine,310.0,45.0,40.0,60.0,40.0,75.0,50.0,255.0,62.0,50.0,1059860
394,334,Altaria,2002,3,Normal,2,Dragon,Flying,1.1,20.6,2,Natural Cure,,Cloud Nine,490.0,75.0,70.0,90.0,70.0,105.0,80.0,45.0,172.0,50.0,1059860
395,334,Mega Altaria,2002,3,Normal,2,Dragon,Fairy,1.5,20.6,1,Pixilate,,,590.0,75.0,110.0,110.0,110.0,105.0,80.0,45.0,207.0,50.0,1059860
396,335,Zangoose,2002,3,Normal,1,Normal,,1.3,40.3,2,Immunity,,Toxic Boost,458.0,73.0,115.0,60.0,60.0,60.0,90.0,90.0,160.0,50.0,1059860
397,336,Seviper,2002,3,Normal,1,Poison,,2.7,52.5,2,Shed Skin,,Infiltrator,458.0,73.0,100.0,60.0,100.0,60.0,65.0,90.0,160.0,50.0,600000
398,337,Lunatone,2002,3,Normal,2,Rock,Psychic,1.0,168.0,1,Levitate,,,460.0,90.0,55.0,65.0,95.0,85.0,70.0,45.0,161.0,,600000
399,338,Solrock,2002,3,Normal,2,Rock,Psychic,1.2,154.0,1,Levitate,,,460.0,90.0,95.0,85.0,55.0,65.0,70.0,45.0,161.0,,600000
400,339,Barboach,2002,3,Normal,2,Water,Ground,0.4,1.9,3,Oblivious,Anticipation,Hydration,288.0,50.0,48.0,43.0,46.0,41.0,60.0,190.0,58.0,50.0,600000
401,340,Whiscash,2002,3,Normal,2,Water,Ground,0.9,23.6,3,Oblivious,Anticipation,Hydration,468.0,110.0,78.0,73.0,76.0,71.0,60.0,75.0,164.0,50.0,1640000
402,341,Corphish,2002,3,Normal,1,Water,,0.6,11.5,3,Hyper Cutter,Shell Armor,Adaptability,308.0,43.0,80.0,65.0,50.0,35.0,35.0,205.0,62.0,50.0,800000
403,342,Crawdaunt,2002,3,Normal,2,Water,Dark,1.1,32.8,3,Hyper Cutter,Shell Armor,Adaptability,468.0,63.0,120.0,85.0,90.0,55.0,55.0,155.0,164.0,50.0,800000
404,343,Baltoy,2002,3,Normal,2,Ground,Psychic,0.5,21.5,1,Levitate,,,300.0,40.0,40.0,55.0,40.0,70.0,55.0,255.0,60.0,,1000000
405,344,Claydol,2002,3,Normal,2,Ground,Psychic,1.5,108.0,1,Levitate,,,500.0,60.0,70.0,105.0,70.0,120.0,75.0,90.0,175.0,,1000000
406,345,Lileep,2002,3,Normal,2,Rock,Grass,1.0,23.8,2,Suction Cups,,Storm Drain,355.0,66.0,41.0,77.0,61.0,87.0,23.0,45.0,71.0,87.5,1640000
407,346,Cradily,2002,3,Normal,2,Rock,Grass,1.5,60.4,2,Suction Cups,,Storm Drain,495.0,86.0,81.0,97.0,81.0,107.0,43.0,45.0,173.0,87.5,1640000
408,347,Anorith,2002,3,Normal,2,Rock,Bug,0.7,12.5,2,Battle Armor,,Swift Swim,355.0,45.0,95.0,50.0,40.0,50.0,75.0,45.0,71.0,87.5,1000000
409,348,Armaldo,2002,3,Normal,2,Rock,Bug,1.5,68.2,2,Battle Armor,,Swift Swim,495.0,75.0,125.0,100.0,70.0,80.0,45.0,45.0,173.0,87.5,1000000
410,349,Feebas,2002,3,Normal,1,Water,,0.6,7.4,3,Swift Swim,Oblivious,Adaptability,200.0,20.0,15.0,20.0,10.0,55.0,80.0,255.0,40.0,50.0,600000
411,350,Milotic,2002,3,Normal,1,Water,,6.2,162.0,3,Marvel Scale,Competitive,Cute Charm,540.0,95.0,60.0,79.0,100.0,125.0,81.0,60.0,189.0,50.0,600000
412,351,Castform,2002,3,Normal,1,Normal,,0.3,0.8,1,Forecast,,,420.0,70.0,70.0,70.0,70.0,70.0,70.0,45.0,147.0,50.0,600000
413,351,Castform Sunny Form,2002,3,Normal,1,Fire,,0.3,0.8,1,Forecast,,,420.0,70.0,70.0,70.0,70.0,70.0,70.0,45.0,147.0,50.0,600000
414,351,Castform Rainy Form,2002,3,Normal,1,Water,,0.3,0.8,1,Forecast,,,420.0,70.0,70.0,70.0,70.0,70.0,70.0,45.0,147.0,50.0,600000
415,351,Castform Snowy Form,2002,3,Normal,1,Ice,,0.3,0.8,1,Forecast,,,420.0,70.0,70.0,70.0,70.0,70.0,70.0,45.0,147.0,50.0,600000
416,352,Kecleon,2002,3,Normal,1,Normal,,1.0,22.0,2,Color Change,,Protean,440.0,60.0,90.0,70.0,60.0,120.0,40.0,200.0,154.0,50.0,1000000
417,353,Shuppet,2002,3,Normal,1,Ghost,,0.6,2.3,3,Insomnia,Frisk,Cursed Body,295.0,44.0,75.0,35.0,63.0,33.0,45.0,225.0,59.0,50.0,1059860
418,354,Banette,2002,3,Normal,1,Ghost,,1.1,12.5,3,Insomnia,Frisk,Cursed Body,455.0,64.0,115.0,65.0,83.0,63.0,65.0,45.0,159.0,50.0,800000
419,354,Mega Banette,2002,3,Normal,1,Ghost,,1.2,13.0,1,Prankster,,,555.0,64.0,165.0,75.0,93.0,83.0,75.0,45.0,194.0,50.0,800000
420,355,Duskull,2002,3,Normal,1,Ghost,,0.8,15.0,2,Levitate,,Frisk,295.0,20.0,40.0,90.0,30.0,90.0,25.0,190.0,59.0,50.0,800000
421,356,Dusclops,2002,3,Normal,1,Ghost,,1.6,30.6,2,Pressure,,Frisk,455.0,40.0,70.0,130.0,60.0,130.0,25.0,90.0,159.0,50.0,800000
422,357,Tropius,2002,3,Normal,2,Grass,Flying,2.0,100.0,3,Chlorophyll,Solar Power,Harvest,460.0,99.0,68.0,83.0,72.0,87.0,51.0,200.0,161.0,50.0,800000
423,358,Chimecho,2002,3,Normal,1,Psychic,,0.6,1.0,1,Levitate,,,455.0,75.0,50.0,80.0,95.0,90.0,65.0,45.0,159.0,50.0,1250000
424,359,Absol,2002,3,Normal,1,Dark,,1.2,47.0,3,Pressure,Super Luck,Justified,465.0,65.0,130.0,60.0,75.0,60.0,75.0,30.0,163.0,50.0,800000
425,359,Mega Absol,2002,3,Normal,1,Dark,,1.2,49.0,1,Magic Bounce,,,565.0,65.0,150.0,60.0,115.0,60.0,115.0,30.0,198.0,50.0,1059860
426,360,Wynaut,2002,3,Normal,1,Psychic,,0.6,14.0,2,Shadow Tag,,Telepathy,260.0,95.0,23.0,48.0,23.0,48.0,23.0,125.0,52.0,50.0,1059860
